NUMERO,LOCALIDADE,ESTADO,PAIS,SP,LogLM,LogBM1,LogLIF,LogBFI,LogBIT,LogBP,LogLN,LogBN,LogLIB,LogBB,LogBZP,LogBOC,LogLPB,LogBI,LogLI,LogLB,LM,BM1,LIF,BFI,BIT,BP,LN,BN,LIB,BB,BZP,BOC,LPB,BI,LI,LB,LAT,LONG,LD1,LD2,LD3,LD4,LD5
UMMZ 126001,15.5KM NNW CHACO-I,Presidente Hayes,Paraguay,G,1.874874376,0.717839793,2.020222182,0.867100488,1.184789985,1.93441577,2.629006994,1.208960346,1.477048724,2.681021529,1.490654376,2.012232792,2.0255132,2.442347035,0.698134722,2.604909442,6.52,2.05,7.54,2.38,3.27,6.92,13.86,3.35,4.38,14.6,4.44,7.48,7.58,11.5,2.01,13.53,-25.12,-57.69,1.085012351,1.130934939,0.072999368,-0.622202229,-0.724767553
UMMZ 126002,15.5KM NNW CHACO-I,Presidente Hayes,Paraguay,G,1.971299383,0.75612198,2.029463172,0.896088025,1.1442228,1.941615225,2.63905733,1.286474026,1.497388409,2.711377991,1.572773928,1.989243274,2.17588744,2.428336298,0.989541194,2.617395833,7.18,2.13,7.61,2.45,3.14,6.97,14,3.62,4.47,15.05,4.82,7.31,8.81,11.34,2.69,13.7,-25.12,-57.69,0.978689475,1.976799057,0.761272225,-1.15806847,-0.949426848
UMMZ 126003,15.5KM NNW CHACO-I,Presidente Hayes,Paraguay,G,1.908059925,0.727548607,1.796747011,0.802001585,1.088561953,1.893111963,2.584751985,1.217875709,1.539015448,2.670694415,1.501852702,2.028148247,2.148267733,2.367436065,0.824175443,2.558002205,6.74,2.07,6.03,2.23,2.97,6.64,13.26,3.38,4.66,14.45,4.49,7.6,8.57,10.67,2.28,12.91,-25.12,-57.69,0.762960367,1.31071944,-0.076240438,-0.802416809,-1.570866547
UMMZ 126004,15.5KM NNW CHACO-I,Presidente Hayes,Paraguay,G,1.916922612,0.770108222,1.979621206,0.737164066,1.202972304,1.86252854,2.599722324,1.160020917,1.553925203,2.719319793,1.495148766,2.038619547,2.043814364,2.382320061,0.841567186,2.577181926,6.8,2.16,7.24,2.09,3.33,6.44,13.46,3.19,4.73,15.17,4.46,7.68,7.72,10.83,2.32,13.16,-25.12,-57.69,1.758056553,0.268575605,0.885801693,-0.442399866,-0.114121583
UMMZ 126075,15.5KM NNW CHACO-I,Presidente Hayes,Paraguay,G,1.928618652,0.732367894,2.043814364,0.875468737,1.255616037,1.915450942,2.613006652,1.208960346,1.583093937,2.735665368,1.60743591,2.042518188,2.061786606,2.469793012,0.90016135,2.671386217,6.88,2.08,7.72,2.4,3.51,6.79,13.64,3.35,4.87,15.42,4.99,7.71,7.86,11.82,2.46,14.46,-25.12,-57.69,1.418631296,1.460802528,1.483915558,-0.10612802,1.046286931
UMMZ 126077,15.5KM NNW CHACO-I,Presidente Hayes,Paraguay,G,1.902107526,0.732367894,1.860974538,0.779324877,1.047318994,1.840549633,2.427454075,1.291983682,1.460937904,2.6651427,1.376244025,1.964311234,2.012232792,2.39059597,1.1442228,2.499795262,6.7,2.08,6.43,2.18,2.85,6.3,11.33,3.64,4.31,14.37,3.96,7.13,7.48,10.92,3.14,12.18,-25.12,-57.69,1.023313737,0.987386064,1.342321048,0.446281169,-2.936459511
UMMZ 126078,15.5KM NNW CHACO-I,Presidente Hayes,Paraguay,G,1.902107526,0.693147181,1.846878768,0.810930216,1.068153081,1.85159947,2.42568729,1.085189268,1.435084525,2.691920819,1.410986974,1.975468951,2.054123734,2.386926241,0.641853886,2.588515632,6.7,2,6.34,2.25,2.91,6.37,11.31,2.96,4.2,14.76,4.1,7.21,7.8,10.88,1.9,13.31,-25.12,-57.69,1.142677239,2.829042621,0.5063726,0.821926725,-1.352395455
UMMZ 133971,24KM NW VILLA HAYES,Presidente Hayes,Paraguay,G,1.925707442,0.667829373,2.136530509,1.011600912,1.223775432,1.945910149,2.72850621,1.220829921,1.558144618,2.7047113,1.717395054,2.056684555,2.138889,2.452727751,0.819779831,2.686486023,6.86,1.95,8.47,2.75,3.4,7,15.31,3.39,4.75,14.95,5.57,7.82,8.49,11.62,2.27,14.68,-24.94,-57.73,2.106179585,2.150315178,-0.102798669,-0.726545369,1.132726556
UMMZ 133972,24KM NW VILLA HAYES,Presidente Hayes,Paraguay,G,1.950186706,0.792992516,2.118662255,0.924258902,1.217875709,1.948763218,2.69597762,1.481604541,1.609437912,2.749192144,1.648658626,2.054123734,2.210469804,2.409644165,0.837247525,2.685122696,7.03,2.21,8.32,2.52,3.38,7.02,14.82,4.4,5,15.63,5.2,7.8,9.12,11.13,2.31,14.66,-24.94,-57.73,1.174958253,2.349753742,2.472052012,-0.33681889,-0.417009297
UMMZ 133974,24KM NW VILLA HAYES,Presidente Hayes,Paraguay,G,1.93874166,0.693147181,1.95586048,0.90825856,1.16315081,1.932969638,2.553343811,1.264126727,1.515127233,2.669309373,1.508511994,2.005525859,2.113842968,2.354228326,0.963174318,2.579458967,6.95,2,7.07,2.48,3.2,6.91,12.85,3.54,4.55,14.43,4.52,7.43,8.28,10.53,2.62,13.19,-24.94,-57.73,0.720075182,1.433590992,0.387048554,-0.129671107,-1.39864821
UMMZ 133976,24KM NW VILLA HAYES,Presidente Hayes,Paraguay,G,1.922787732,0.712949808,2.045108863,0.896088025,1.208960346,1.927164106,2.74598804,1.244154594,1.492904096,2.721953106,1.665818246,1.986503546,2.140066163,2.402430428,1.095273387,2.638342789,6.84,2.04,7.73,2.45,3.35,6.87,15.58,3.47,4.45,15.21,5.29,7.29,8.5,11.05,2.99,13.99,-24.94,-57.73,1.779360286,0.798949034,0.63140213,-1.633522268,0.055419079
UMMZ 133977,24KM NW VILLA HAYES,Presidente Hayes,Paraguay,G,1.924248652,0.717839793,1.89761986,0.891998039,1.147402453,1.927164106,2.529720666,1.178654996,1.495148766,2.689207113,1.517322624,1.954445052,2.005525859,2.411439498,0.978326123,2.575661013,6.85,2.05,6.67,2.44,3.15,6.87,12.55,3.25,4.46,14.72,4.56,7.06,7.43,11.15,2.66,13.14,-24.94,-57.73,0.831834282,1.281078571,0.650481285,-0.728468125,-1.036275389
UMMZ 133979,24KM NW VILLA HAYES,Presidente Hayes,Paraguay,G,1.838961071,0.717839793,2.02287119,0.959350221,1.229640551,1.89761986,2.677590994,1.2753628,1.601405741,2.731115474,1.560247668,2.012232792,2.186051277,2.456164181,0.936093359,2.64900766,6.29,2.05,7.56,2.61,3.42,6.67,14.55,3.58,4.96,15.35,4.76,7.48,8.9,11.66,2.55,14.14,-24.94,-57.73,2.062556254,1.364667268,0.399282937,0.045693988,0.113202836
UMMZ 133980,24KM NW VILLA HAYES,Presidente Hayes,Paraguay,G,1.885553349,0.678033543,1.964311234,0.837247525,1.091923301,1.894616855,2.598979106,1.16315081,1.437462648,2.680336363,1.564440547,2.018895042,2.112634509,2.415913778,1.075002423,2.589266665,6.59,1.97,7.13,2.31,2.98,6.65,13.45,3.2,4.21,14.59,4.78,7.53,8.27,11.2,2.93,13.32,-24.94,-57.73,1.12244753,1.6453597,-0.531739394,-0.03419879,-0.898227039
UMMZ 165990,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.912501087,0.703097511,2.106570209,1.05431203,1.255616037,2.172476408,2.789322921,1.360976553,1.621366483,2.716679528,1.69744879,2.069391206,2.2300144,2.48740353,0.871293366,2.693274916,6.77,2.02,8.22,2.87,3.51,8.78,16.27,3.9,5.06,15.13,5.46,7.92,9.3,12.03,2.39,14.78,-25.08,-57.75,-1.855555576,2.38678583,-1.311201467,-1.35252716,0.254526973
UMMZ 165991,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.943048917,0.717839793,2.091864062,1.047318994,1.291983682,2.038619547,2.859339649,1.348073148,1.54329811,2.692598097,1.593308531,2.041220329,2.180417459,2.474856314,0.916290732,2.714694744,6.98,2.05,8.1,2.85,3.64,7.68,17.45,3.85,4.68,14.77,4.92,7.7,8.85,11.88,2.5,15.1,-25.08,-57.75,0.479716481,-0.367508348,0.190334183,-1.722010367,0.699385526
UMMZ 165992,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.915450942,0.737164066,2.054123734,0.936093359,1.241268589,1.983756292,2.774461967,1.368639426,1.669591835,2.601207105,1.570697084,2.0255132,2.202764758,2.358965426,0.741937345,2.623218266,6.79,2.09,7.8,2.55,3.46,7.27,16.03,3.93,5.31,13.48,4.81,7.58,9.05,10.58,2.1,13.78,-25.08,-57.75,1.901004598,1.683630266,-0.404361236,-1.85874434,-0.086095601
UMMZ 165993,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.871802177,0.708035793,2.064327904,0.940007258,1.255616037,2.140066163,2.709382646,1.345472367,1.605429891,2.68988623,1.553925203,1.991975516,2.1690537,2.415020522,0.996948635,2.662355242,6.5,2.03,7.88,2.56,3.51,8.5,15.02,3.84,4.98,14.73,4.73,7.33,8.75,11.19,2.71,14.33,-25.08,-57.75,-1.629576916,2.233853003,-0.644276537,-0.61191913,-0.165329348
UMMZ 166149,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.91839212,0.779324877,2.143589362,0.951657876,1.232560261,1.998773639,2.693951277,1.319085611,1.570697084,2.736961545,1.621366483,2.032087845,2.246014742,2.388762789,0.947789399,2.681021529,6.81,2.18,8.53,2.59,3.43,7.38,14.79,3.74,4.81,15.44,5.06,7.63,9.45,10.9,2.58,14.6,-25.08,-57.75,0.592295956,2.486954015,0.376528962,0.170178557,0.054987104
UMMZ 166150,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.894616855,0.737164066,2.099244169,1.08180517,1.316408234,2.131796772,2.734367509,1.324418957,1.704748092,2.688527535,1.623340818,2.07819076,2.235376343,2.42568729,1.16315081,2.735016649,6.65,2.09,8.16,2.95,3.73,8.43,15.4,3.76,5.5,14.71,5.07,7.99,9.35,11.31,3.2,15.41,-25.08,-57.75,-1.197099902,1.529654637,-0.92527933,0.948080425,1.583363853
UMMZ 166175,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25'S, 57 DEG 52'W",Presidente Hayes,Paraguay,G,1.912501087,0.717839793,2.073171929,0.732367894,1.302912752,2.018895042,2.671386217,1.280933845,1.70837786,2.632608006,1.646733697,2.000127735,2.17588744,2.589266665,1.202972304,2.77695418,6.77,2.05,7.95,2.08,3.68,7.53,14.46,3.6,5.52,13.91,5.19,7.39,8.81,13.32,3.33,16.07,-22.41,-57.86,0.50214779,4.556323862,1.503225638,-0.789913218,3.152254265
UMMZ 166176,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25'S, 57 DEG 52'W",Presidente Hayes,Paraguay,G,1.899117988,0.75612198,1.967112357,0.887891257,1.316408234,2.002830439,2.783157674,1.205970807,1.656321498,2.712042222,1.717395054,2.028148247,2.194999882,2.414126468,0.91228271,2.697326238,6.68,2.13,7.15,2.43,3.73,7.41,16.17,3.34,5.24,15.06,5.57,7.6,8.98,11.18,2.49,14.84,-22.41,-57.86,0.849105757,1.458790805,0.150851436,-1.829898493,1.666673219
UMMZ 166198,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.909542505,0.737164066,1.997417706,0.896088025,1.16315081,1.935859813,2.540814282,1.272565596,1.662030363,2.712042222,1.512927012,2.059238834,2.154085085,2.428336298,0.875468737,2.620311287,6.75,2.09,7.37,2.45,3.2,6.93,12.69,3.57,5.27,15.06,4.54,7.84,8.62,11.34,2.4,13.74,-25.08,-57.75,0.752439398,2.48376445,0.384863149,0.98535753,-0.132448074
UMMZ 166199,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.932969638,0.75612198,1.91102289,0.693147181,1.078409581,1.95586048,2.566486637,1.147402453,1.490654376,2.64900766,1.442201993,2.080690761,2.038619547,2.376764491,0.862889955,2.585505848,6.91,2.13,6.76,2,2.94,7.07,13.02,3.15,4.44,14.14,4.23,8.01,7.68,10.77,2.37,13.27,-25.08,-57.75,-0.550266927,1.043977922,-0.469736169,0.356938409,-0.613921693
UMMZ 166203,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.958685341,0.737164066,2.088153482,0.916290732,1.156881197,1.950186706,2.731115474,1.319085611,1.572773928,2.68988623,1.667706821,2.099244169,2.207174908,2.378619779,1.026041596,2.631169157,7.09,2.09,8.07,2.5,3.18,7.03,15.35,3.74,4.82,14.73,5.3,8.16,9.09,10.79,2.79,13.89,-25.08,-57.75,1.189295957,1.222858338,-0.145358909,-0.49466505,-0.094513591
UMMZ 166234,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.882513832,0.722705983,2.094330154,1.022450928,1.193922468,1.979621206,2.651832521,1.316408234,1.613429934,2.72392355,1.528227857,2.079441542,2.16676537,2.420368129,0.854415328,2.686486023,6.57,2.06,8.12,2.78,3.3,7.24,14.18,3.73,5.02,15.24,4.61,8,8.73,11.25,2.35,14.68,-25.08,-57.75,0.601791459,1.594234733,0.087693264,1.642924453,0.325179808
UMMZ 166235,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.932969638,0.737164066,2.028148247,0.891998039,1.241268589,2.105352923,2.743417345,1.353254507,1.601405741,2.71866038,1.617406082,2.094330154,2.214846179,2.436241478,1.141033005,2.661657162,6.91,2.09,7.6,2.44,3.46,8.21,15.54,3.87,4.96,15.16,5.04,8.12,9.16,11.43,3.13,14.32,-25.08,-57.75,-2.011368311,0.749651206,-0.386988953,-0.64167979,0.01651052
UMMZ 166236,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.884034745,0.746687947,2.088153482,1.050821625,1.378766095,1.961502244,2.68716699,1.252762968,1.646733697,2.6651427,1.591273942,2.064327904,2.193885676,2.342766883,0.959350221,2.634762405,6.58,2.11,8.07,2.86,3.97,7.11,14.69,3.5,5.19,14.37,4.91,7.88,8.97,10.41,2.61,13.94,-25.08,-57.75,1.643428835,0.20790326,-0.584036131,0.154600534,0.419691538
UMMZ 166237,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.940179474,0.810930216,2.006870849,0.887891257,1.313723668,2.1102132,2.759376828,1.302912752,1.556037136,2.679650727,1.671473303,2.088153482,2.283402274,2.477378383,1.022450928,2.662355242,6.96,2.25,7.44,2.43,3.72,8.25,15.79,3.68,4.74,14.58,5.32,8.07,9.81,11.91,2.78,14.33,-25.08,-57.75,-1.988592675,1.387302234,-0.902020719,-2.041406118,-0.260621136
UMMZ 166238,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.882513832,0.683096845,2.069391206,0.951657876,1.124929597,1.989243274,2.802147524,1.316408234,1.671473303,2.63188884,1.613429934,2.036011984,2.198335072,2.450142657,1.022450928,2.682390454,6.57,1.98,7.92,2.59,3.08,7.31,16.48,3.73,5.32,13.9,5.02,7.66,9.01,11.59,2.78,14.62,-25.08,-57.75,1.766073178,2.261332518,-1.003725153,-0.618241683,1.289000613
UMMZ 166239,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S, 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.960094784,0.774727168,2.05796251,0.966983846,1.202972304,2.050270164,2.672768387,1.32175584,1.564440547,2.695302628,1.621366483,2.063058062,2.161021529,2.333114298,0.553885113,2.72719902,7.1,2.17,7.83,2.63,3.33,7.77,14.48,3.75,4.78,14.81,5.06,7.87,8.68,10.31,1.74,15.29,-25.08,-57.75,-0.342559879,3.05547562,0.851334443,0.303194527,0.242825228
UMMZ 166260,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25' S, 57 DEG 52' W",Presidente Hayes,Paraguay,G,1.821318271,0.698134722,2.05796251,0.947789399,1.124929597,1.95586048,2.72392355,1.223775432,1.58514522,2.715356776,1.521698998,2.043814364,2.161021529,2.42568729,0.746687947,2.645465326,6.18,2.01,7.83,2.58,3.08,7.07,15.24,3.4,4.88,15.11,4.58,7.72,8.68,11.31,2.11,14.09,-22.41,-57.86,1.37582088,1.701412869,-1.294201541,0.523027704,0.223267925
UMMZ 166325,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.953027617,0.741937345,1.976854953,0.955511445,1.235471471,2.005525859,2.719319793,1.355835154,1.581038438,2.688527535,1.523880024,2.010894999,2.212660385,2.408745289,0.631271777,2.647592232,7.05,2.1,7.22,2.6,3.44,7.43,15.17,3.88,4.86,14.71,4.59,7.47,9.14,11.12,1.88,14.12,-25.08,-57.75,0.371771872,1.438930889,0.582386053,-1.84081298,-0.791502861
UMMZ 166327,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.928618652,0.751416089,2.000127735,0.90016135,1.238374231,2.009555414,2.659559992,1.244154594,1.619388243,2.708716646,1.564440547,2.066862759,2.135349174,2.408745289,1.115141591,2.674148649,6.88,2.12,7.39,2.46,3.45,7.46,14.29,3.47,5.05,15.01,4.78,7.9,8.46,11.12,3.05,14.5,-25.08,-57.75,-0.300771559,0.653218881,0.271869062,0.497515026,0.918703811
UMMZ 166328,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.95160817,0.737164066,2.070653036,0.963174318,1.280933845,2.013568798,2.685122696,1.190887565,1.660131027,2.692598097,1.662030363,2.070653036,2.188295947,2.367436065,0.737164066,2.6651427,7.04,2.09,7.93,2.62,3.6,7.49,14.66,3.29,5.26,14.77,5.27,7.93,8.92,10.67,2.09,14.37,-25.08,-57.75,0.794937683,2.244265408,-0.628367729,-0.616344926,1.157774982
UMMZ 166330,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.948763218,0.727548607,2.069391206,0.858661619,1.101940079,2.029463172,2.689207113,1.111857515,1.547562509,2.665838352,1.591273942,2.014903021,2.089391873,2.412335957,1.17557333,2.630448955,7.02,2.07,7.92,2.36,3.01,7.61,14.72,3.04,4.7,14.38,4.91,7.5,8.08,11.16,3.24,13.88,-25.08,-57.75,0.24982608,1.770344262,-1.62447662,-0.49403452,1.047395197
UMMZ 166331,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.885553349,0.737164066,2.09679018,1.036736885,1.311031877,1.983756292,2.7047113,1.342864803,1.601405741,2.674838067,1.495148766,2.039920784,2.180417459,2.385086315,0.985816795,2.680336363,6.59,2.09,8.14,2.82,3.71,7.27,14.95,3.83,4.96,14.51,4.46,7.69,8.85,10.86,2.68,14.59,-25.08,-57.75,0.98359212,0.233958826,0.303209634,0.709181697,0.252714521
UMMZ 166333,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.93874166,0.765467842,2.014903021,1.043804052,1.205970807,2.138889,2.78192005,1.490654376,1.656321498,2.730463796,1.691939134,2.119863456,2.269028309,2.554899022,1.211940974,2.766947842,6.95,2.15,7.5,2.84,3.34,8.49,16.15,4.44,5.24,15.34,5.43,8.33,9.67,12.87,3.36,15.91,-25.08,-57.75,-2.414601893,1.622736128,0.543838578,0.010981669,0.735131938
UMMZ 166334,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.893111963,0.737164066,2.095560924,0.875468737,1.220829921,2.032087845,2.66792241,1.368639426,1.574846468,2.675527009,1.5518088,2.033397603,2.173614712,2.52332576,1.01523068,2.618125494,6.64,2.09,8.13,2.4,3.39,7.63,14.41,3.93,4.83,14.52,4.72,7.64,8.79,12.47,2.76,13.71,-25.08,-57.75,-0.37396219,2.239252363,-0.198599921,-1.066802694,-0.77040616
UMMZ 166335,"24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA, 25 DEG 05' S 57 DEG 45' W",Presidente Hayes,Paraguay,G,1.850028377,0.641853886,2.09679018,0.936093359,1.214912744,1.964311234,2.742773637,1.313723668,1.581038438,2.748552144,1.640936579,2.084429083,2.224623552,2.454447442,1.249901736,2.713369363,6.36,1.9,8.14,2.55,3.37,7.13,15.53,3.72,4.86,15.62,5.16,8.04,9.25,11.64,3.49,15.08,-25.08,-57.75,0.597019458,1.151825424,0.149789239,1.208586915,1.113791596
UMMZ 166385,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25' S, 57 DEG 52' W",Presidente Hayes,Paraguay,G,1.891604804,0.727548607,2.170195905,0.802001585,1.363537374,1.971299383,2.742129515,1.184789985,1.611435915,2.748552144,1.597365331,2.079441542,2.16791019,2.418588769,0.904218151,2.708716646,6.63,2.07,8.76,2.23,3.91,7.18,15.52,3.27,5.01,15.62,4.94,8,8.74,11.23,2.47,15.01,-22.41,-57.86,0.966690236,0.96392009,0.443271245,0.096122247,2.148237037
UMMZ 166386,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25' S, 57 DEG 52' W",Presidente Hayes,Paraguay,G,1.874874376,0.779324877,2.042518188,0.90016135,1.32972401,2.055404964,2.64900766,1.294727168,1.621366483,2.644044871,1.532556868,2.045108863,2.128231706,2.429217744,1.004301609,2.715356776,6.52,2.18,7.71,2.46,3.78,7.81,14.14,3.65,5.06,14.07,4.63,7.73,8.4,11.35,2.73,15.11,-22.41,-57.86,-0.663874373,1.747788859,0.444917457,0.709416305,1.021308239
UMMZ 166387,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25' S, 57 DEG 52' W",Presidente Hayes,Paraguay,G,1.885553349,0.609765572,2.034705648,0.879626748,1.232560261,1.969905655,2.690564887,1.068153081,1.589235205,2.748552144,1.660131027,2.055404964,2.260720889,2.468099531,1.101940079,2.697999865,6.59,1.84,7.65,2.41,3.43,7.17,14.74,2.91,4.9,15.62,5.26,7.81,9.59,11.8,3.01,14.85,-22.41,-57.86,0.623993565,2.444510395,-1.314037103,0.197569466,2.068826425
UMMZ 166388,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25' S, 57 DEG 52' W",Presidente Hayes,Paraguay,G,1.91102289,0.732367894,2.006870849,0.871293366,1.131402111,1.960094784,2.653241965,1.238374231,1.599387577,2.673458756,1.570697084,2.059238834,2.163323026,2.366498419,1.040276712,2.59450816,6.76,2.08,7.44,2.39,3.1,7.1,14.2,3.45,4.95,14.49,4.81,7.84,8.7,10.66,2.83,13.39,-22.41,-57.86,0.767030212,1.478882203,-0.884641234,0.018872349,-0.256080504
UMMZ 166389,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25' S, 57 DEG 52' W",Presidente Hayes,Paraguay,G,1.908059925,0.708035793,2.174751721,0.924258902,1.244154594,1.912501087,2.756205243,1.244154594,1.719188776,2.754933787,1.660131027,2.033397603,2.212660385,2.426571073,0.88376754,2.700689847,6.74,2.03,8.8,2.52,3.47,6.77,15.74,3.47,5.58,15.72,5.26,7.64,9.14,11.32,2.42,14.89,-22.41,-57.86,3.112502265,2.424035782,0.560079059,-0.230474185,2.305462306
UMMZ 166690,"WEST BANK OF RIO PARAGUAY, 4 KM NW OF PUERTO FONCIERE, 22 DEG 25' S, 57 DEG 52' W",Presidente Hayes,Paraguay,G,1.958685341,0.810930216,2.116255515,1.071583616,1.378766095,2.050270164,2.747270914,1.202972304,1.69744879,2.714032273,1.595338988,2.043814364,2.194999882,2.428336298,0.989541194,2.695302628,7.09,2.25,8.3,2.92,3.97,7.77,15.6,3.33,5.46,15.09,4.93,7.72,8.98,11.34,2.69,14.81,-22.41,-57.86,0.654697845,0.201388616,-0.525513567,-0.643860257,1.913308229
UMMZ 166707,"WILD CAUGHT OR LAB STOCK FROM 24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA",Presidente Hayes,Paraguay,G,1.947337701,0.75612198,2.109000344,1.118414916,1.413423029,2.005525859,2.758743315,1.472472057,1.711994501,2.731115474,1.656321498,2.117459609,2.281361457,2.401525041,1.064710737,2.786245049,7.01,2.13,8.24,3.06,4.11,7.43,15.78,4.36,5.54,15.35,5.24,8.31,9.79,11.04,2.9,16.22,-25.08,-57.75,0.572301484,0.255286381,2.136774494,1.064143709,1.614612071
UMMZ 166708,"WILD CAUGHT OR LAB STOCK FROM 24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA",Presidente Hayes,Paraguay,G,1.921324674,0.722705983,2.009555414,0.845868268,1.261297871,2.0255132,2.706715978,1.238374231,1.637053079,2.701361213,1.633154439,2.036011984,2.209372711,2.377692565,1.111857515,2.664446564,6.83,2.06,7.46,2.33,3.53,7.58,14.98,3.45,5.14,14.9,5.12,7.66,9.11,10.78,3.04,14.36,-25.08,-57.75,-0.08916335,1.694792088,-0.138314088,-0.647187818,0.971450711
UMMZ 166709,"WILD CAUGHT OR LAB STOCK FROM 24 KM NW (BY AIR) OF VILLA HAYES, ESTANCIA LA GOLONDRINA",Presidente Hayes,Paraguay,G,1.937301775,0.770108222,2.101692151,1.115141591,1.172482137,2.020222182,2.700018029,1.199964783,1.625311262,2.706715978,1.669591835,2.032087845,2.264883226,2.33408376,0.712949808,2.664446564,6.94,2.16,8.18,3.05,3.23,7.54,14.88,3.32,5.08,14.98,5.31,7.63,9.63,10.32,2.04,14.36,-25.08,-57.75,1.263629699,3.193496267,-1.628615345,-0.034536119,0.374511448
