NUMERO,LOCALIDADE,ESTADO,PAIS,SP,LogLM,LogBM1,LogLIF,LogBFI,LogBIT,LogBP,LogLN,LogBN,LogLIB,LogBB,LogBZP,LogBOC,LogLPB,LogBI,LogLI,LogLB,LM,BM1,LIF,BFI,BIT,BP,LN,BN,LIB,BB,BZP,BOC,LPB,BI,LI,LB,LAT,LONG,LD1,LD2,LD3,LD4,LD5
MN 67006,"St Bananal, Viçosa",Alagoas,Brasil,H,1.967112357,0.797507196,2.115049969,1.011600912,1.366091654,1.987874348,2.78192005,1.199964783,1.541159072,2.742773637,1.652497402,2.093097868,2.16791019,2.442347035,1.118414916,2.722610352,7.15,2.22,8.29,2.75,3.92,7.3,16.15,3.32,4.67,15.53,5.22,8.11,8.74,11.5,3.06,15.22,-9.37,-36.24,0.644520612,-1.164725958,0.432625827,-0.360670198,1.719553729
MN 67010,"St Caboge, Viçosa",Alagoas,Brasil,H,1.994700313,0.806475866,2.081938422,0.928219303,1.25846099,2.004179057,2.746629683,1.184789985,1.539015448,2.725890119,1.530394705,2.107786015,2.157559321,2.416806237,0.765467842,2.670002133,7.35,2.24,8.02,2.53,3.52,7.42,15.59,3.27,4.66,15.27,4.62,8.23,8.65,11.21,2.15,14.44,-9.37,-36.24,0.056025277,-0.559120757,-0.33234069,-0.617861934,0.755411439
MN 67011,"St Caboge, Viçosa",Alagoas,Brasil,H,1.931521412,0.783901544,2.090628731,1.043804052,1.302912752,2.005525859,2.687847494,1.269760545,1.479329227,2.697999865,1.490654376,2.080690761,2.123458427,2.367436065,0.802001585,2.59076704,6.9,2.19,8.09,2.84,3.68,7.43,14.7,3.56,4.39,14.85,4.44,8.01,8.36,10.67,2.23,13.34,-9.37,-36.24,-0.041857865,-1.305845426,-0.736338619,-0.368108027,-1.413809716
MNHN 1967/1467,"Santa Sabi_, Palmeira dos Judios",Alagoas,Brasil,H,2.004179057,0.824175443,2.170195905,1.00063188,1.291983682,2.002830439,2.780680892,1.366091654,1.515127233,2.741484977,1.656321498,2.02287119,2.258633205,2.450142657,1.057790294,2.676903472,7.42,2.28,8.76,2.72,3.64,7.41,16.13,3.92,4.55,15.51,5.24,7.56,9.57,11.59,2.88,14.54,-9.4,-36.62,0.744184669,0.770908484,1.018522744,-1.860185662,-0.208561958
MN 1510,Crato,Ceara,Brasil,H,1.967112357,0.824175443,2.125847914,0.854415328,1.238374231,1.965712776,2.799108932,1.415853163,1.691939134,2.700018029,1.740466175,2.144761008,2.309560707,2.494031558,1.202972304,2.74598804,7.15,2.28,8.38,2.35,3.45,7.14,16.43,4.12,5.43,14.88,5.7,8.54,10.07,12.11,3.33,15.58,-7.233,-39.408,0.968016383,2.000275003,1.270390516,-0.283468167,1.842571629
MN 1511,Crato,Ceara,Brasil,H,1.962907725,0.75612198,2.054123734,0.887891257,1.244154594,1.945910149,2.655352412,1.337629189,1.654411278,2.423917378,1.272565596,2.099244169,2.130609828,2.364620484,1.156881197,2.588515632,7.12,2.13,7.8,2.43,3.47,7,14.23,3.81,5.23,11.29,3.57,8.16,8.42,10.64,3.18,13.31,-7.233,-39.408,1.623877034,-0.947608621,-1.267104902,0.534719448,0.062324352
MN 1513,Crato,Ceara,Brasil,H,1.968509981,0.879626748,2.024193067,0.993251773,1.193922468,2.016235466,2.641910399,1.291983682,1.621366483,2.71866038,1.642872689,2.125847914,2.076938411,2.437115986,0.924258902,2.637627737,7.16,2.41,7.57,2.7,3.3,7.51,14.04,3.64,5.06,15.16,5.17,8.38,7.98,11.44,2.52,13.98,-7.233,-39.408,-0.378722455,0.469089329,0.236576455,0.120233419,-0.026847813
MN 1515,Crato,Ceara,Brasil,H,1.925707442,0.783901544,2.117459609,1.01884732,1.261297871,2.009555414,2.714694744,1.294727168,1.53686722,2.729159164,1.669591835,2.1102132,2.112634509,2.464703942,1.08180517,2.710048204,6.86,2.19,8.31,2.77,3.53,7.46,15.1,3.65,4.65,15.32,5.31,8.25,8.27,11.76,2.95,15.03,-7.233,-39.408,-0.038477793,0.28713037,0.491840543,0.602360636,0.796600158
MN 1520,Crato,Ceara,Brasil,H,1.930071085,0.78845736,1.982379829,0.978326123,1.134622726,1.968509981,2.666533521,1.247032294,1.523880024,2.696652156,1.5518088,2.043814364,2.069391206,2.409644165,0.955511445,2.603430152,6.89,2.2,7.26,2.66,3.11,7.16,14.39,3.48,4.59,14.83,4.72,7.72,7.92,11.13,2.6,13.51,-7.233,-39.408,0.554083679,0.022793045,-0.277105241,-0.396560753,-0.744451609
MN 1522,Crato,Ceara,Brasil,H,1.913977102,0.78845736,1.961502244,0.693147181,1.241268589,1.967112357,2.723267167,1.305626458,1.644805056,2.723267167,1.619388243,2.116255515,2.158714723,2.337952237,0.989541194,2.617395833,6.78,2.2,7.11,2,3.46,7.15,15.23,3.69,5.18,15.23,5.05,8.3,8.66,10.36,2.69,13.7,-7.233,-39.408,-0.108455102,0.16278274,0.781122968,-0.706796344,0.210162804
MN 1549,Crato,Ceara,Brasil,H,1.979621206,0.797507196,1.996059933,0.932164081,1.111857515,1.990610328,2.719319793,1.316408234,1.619388243,2.732417558,1.635105659,2.152924318,2.246014742,2.391511302,1.166270937,2.672077541,7.24,2.22,7.36,2.54,3.04,7.32,15.17,3.73,5.05,15.37,5.13,8.61,9.45,10.93,3.21,14.47,-7.233,-39.408,-0.39801629,0.434015391,-0.125047919,0.830246501,0.393172297
MN 1550,Crato,Ceara,Brasil,H,1.930071085,0.741937345,2.056684555,0.940007258,1.121677562,1.971299383,2.737609003,1.430311247,1.597365331,2.755569717,1.638996715,2.102913898,2.125847914,2.494856981,1.043804052,2.678278043,6.89,2.1,7.82,2.56,3.07,7.18,15.45,4.18,4.94,15.73,5.15,8.19,8.38,12.12,2.84,14.56,-7.233,-39.408,0.331839158,0.705171261,1.339251842,0.006669645,0.07834588
MN 1763,Crato,Ceara,Brasil,H,1.978239036,0.819779831,2.036011984,0.90825856,1.238374231,1.968509981,2.693951277,1.313723668,1.617406082,2.721953106,1.589235205,2.102913898,2.111424588,2.451866796,1.085189268,2.638342789,7.23,2.27,7.66,2.48,3.45,7.16,14.79,3.72,5.04,15.21,4.9,8.19,8.26,11.61,2.96,13.99,-7.233,-39.408,0.355874431,-0.559504547,0.933923085,-0.522483493,0.348159034
MN 7749,Crato,Ceara,Brasil,H,1.965712776,0.806475866,2.131796772,0.887891257,1.16315081,1.961502244,2.742129515,1.388791241,1.597365331,2.744703519,1.519513205,2.121063216,2.111424588,2.449279472,1.061256502,2.665838352,7.14,2.24,8.43,2.43,3.2,7.11,15.52,4.01,4.94,15.56,4.57,8.34,8.26,11.58,2.89,14.38,-7.233,-39.408,0.51312025,-0.709107744,1.238490825,0.534554975,0.413283327
MN 7750,Crato,Ceara,Brasil,H,1.928618652,0.770108222,2.144761008,1.011600912,1.30833282,2.046401688,2.756205243,1.366091654,1.581038438,2.738902665,1.601405741,2.051556338,2.111424588,2.426571073,1.050821625,2.626840146,6.88,2.16,8.54,2.75,3.7,7.74,15.74,3.92,4.86,15.47,4.96,7.78,8.26,11.32,2.86,13.83,-7.233,-39.408,-0.058545438,-0.639550682,0.261179936,-1.062512262,-0.304394004
MN 7759,Crato,Ceara,Brasil,H,2.013568798,0.850150929,2.163323026,0.978326123,1.313723668,2.066862759,2.849549763,1.547562509,1.750937475,2.778197961,1.638996715,2.119863456,2.248128907,2.423031246,1.235471471,2.742773637,7.49,2.34,8.7,2.66,3.72,7.9,17.28,4.7,5.76,16.09,5.15,8.33,9.47,11.28,3.44,15.53,-7.233,-39.408,-0.417510709,-0.701100029,2.329177296,-0.239378934,1.452620085
MN 7760,Crato,Ceara,Brasil,H,1.947337701,0.765467842,2.048982334,0.887891257,1.156881197,1.975468951,2.691243083,1.396244692,1.570697084,2.702032129,1.570697084,2.134166441,2.182674796,2.348514025,1.05431203,2.595254707,7.01,2.15,7.76,2.43,3.18,7.21,14.75,4.04,4.81,14.91,4.81,8.45,8.87,10.47,2.87,13.4,-7.233,-39.408,-0.161719636,-0.044769407,0.103770197,0.290109463,-1.205840108
BMNH 1903.10.1.37,Sæo Lourenço,Pernambuco,Brasil,H,1.985130862,0.867100488,1.978239036,1.033184483,1.134622726,1.919859472,2.666533521,1.269760545,1.526056303,2.695302628,1.506297154,2.03077637,2.174751721,2.310553263,0.722705983,2.604909442,7.28,2.38,7.23,2.81,3.11,6.82,14.39,3.56,4.6,14.81,4.51,7.62,8.8,10.08,2.06,13.53,-8,-35.01,1.625557571,0.196262699,0.193951897,-0.406248187,-1.354253287
BMNH 1903.10.1.38,Sæo Lourenço,Pernambuco,Brasil,H,1.960094784,0.802001585,1.975468951,0.993251773,1.269760545,1.932969638,2.682390454,1.319085611,1.591273942,2.689207113,1.5518088,2.034705648,2.16791019,2.449279472,1.050821625,2.688527535,7.1,2.23,7.21,2.7,3.56,6.91,14.62,3.74,4.91,14.72,4.72,7.65,8.74,11.58,2.86,14.71,-8,-35.01,1.242452792,0.068935696,1.531455507,-0.401538857,0.417279532
MNHN 1967/1464,"Serra dos Cavalos, Caruaru",Pernanbuco,Brasil,H,1.954445052,0.770108222,2.081938422,0.985816795,1.232560261,1.947337701,2.821378886,1.327075001,1.483874689,2.691920819,1.549687908,2.059238834,2.191653532,2.373975089,1.088561953,2.636196097,7.06,2.16,8.02,2.68,3.43,7.01,16.8,3.77,4.41,14.76,4.71,7.84,8.95,10.74,2.97,13.96,-8.28,-35.97,1.325765199,-1.690156864,0.05904796,-1.069238987,-0.489597939
FMNH 118811,San Joaquin,El Beni,Bolivia,I,1.840549633,0.657520003,1.906575144,0.832909123,1.078409581,1.887069649,2.617395833,1.280933845,1.534714366,2.667228207,1.549687908,1.971299383,2.125847914,2.267993648,1.105256831,2.564949357,6.3,1.93,6.73,2.3,2.94,6.6,13.7,3.6,4.64,14.4,4.71,7.18,8.38,9.66,3.02,13,-13.066,-64.8166,1.740425421,1.700813465,0.090595721,0.237979972,-1.415900944
FMNH 118816,San Joaquin,El Beni,Bolivia,I,1.853168097,0.641853886,1.940179474,0.891998039,1.160020917,1.83736998,2.702702595,1.199964783,1.638996715,2.662355242,1.410986974,2.05284086,2.130609828,2.32532458,0.693147181,2.636912173,6.38,1.9,6.96,2.44,3.19,6.28,14.92,3.32,5.15,14.33,4.1,7.79,8.42,10.23,2,13.97,-13.066,-64.8166,3.134728699,-0.064122422,-0.197420836,0.847021501,0.793522345
FMNH 118819,San Joaquin,El Beni,Bolivia,I,1.873339456,0.683096845,1.989243274,0.779324877,1.2753628,1.919859472,2.645465326,1.266947603,1.528227857,2.725890119,1.539015448,2.0255132,2.107786015,2.333114298,0.943905899,2.693274916,6.51,1.98,7.31,2.18,3.58,6.82,14.09,3.55,4.61,15.27,4.66,7.58,8.23,10.31,2.57,14.78,-13.066,-64.8166,0.768399626,0.970391475,2.024202871,0.784117357,0.538201947
MSB55986,Rio Tijamuchi,El Beni,Bolivia,I,1.877937165,0.688134639,2.000127735,0.875468737,1.095273387,1.873339456,2.493205453,1.261297871,1.490654376,2.644755351,1.425515074,1.997417706,2.065596135,2.318458442,0.91228271,2.540025949,6.54,1.99,7.39,2.4,2.99,6.51,12.1,3.53,4.44,14.08,4.16,7.37,7.89,10.16,2.49,12.68,-14.56,-65.9,1.672827604,1.860742752,0.075664402,1.143767288,-2.054876358
USNM 364758,"San Joaquin, Mamore",El Beni,Bolivia,I,1.86252854,0.693147181,1.998773639,0.879626748,1.196948189,1.888583654,2.63905733,1.261297871,1.665818246,2.718000532,1.5518088,2.026831591,2.088153482,2.239645293,0.90016135,2.603430152,6.44,2,7.38,2.41,3.31,6.61,14,3.53,5.29,15.15,4.72,7.59,8.07,9.39,2.46,13.51,-13.066,-64.8166,2.325470294,0.764681715,0.710837799,0.950142334,0.195167018
USNM 364759,"San Joaquin, Mamore",El Beni,Bolivia,I,1.915450942,0.727548607,2.076938411,0.940007258,1.01884732,1.906575144,2.634762405,1.118414916,1.508511994,2.718000532,1.403642999,2.033397603,2.094330154,2.3580198,0.936093359,2.610804817,6.79,2.07,7.98,2.56,2.77,6.73,13.94,3.06,4.52,15.15,4.07,7.64,8.12,10.57,2.55,13.61,-13.066,-64.8166,1.734038037,0.523330189,-1.284835541,1.756257855,0.083084031
USNM 390767,"Itenez, Lago Victoria",El Beni,Bolivia,I,1.919859472,0.698134722,2.080690761,0.940007258,1.232560261,1.916922612,2.674838067,1.289232648,1.593308531,2.733717948,1.479329227,2.042518188,2.112634509,2.412335957,1.316408234,2.642622396,6.82,2.01,8.01,2.56,3.43,6.8,14.51,3.63,4.92,15.39,4.39,7.71,8.27,11.16,3.73,14.05,-13.95,-63.6,1.388451468,-1.081895415,0.879712748,0.978733185,0.630890752
USNM 390768,"Itenez, Lago Victoria",El Beni,Bolivia,I,1.876406943,0.615185639,2.125847914,1.011600912,1.214912744,1.912501087,2.706048198,1.371180723,1.587192303,2.685804592,1.451613827,2.089391873,2.088153482,2.324346585,1.075002423,2.633326655,6.53,1.85,8.38,2.75,3.37,6.77,14.97,3.94,4.89,14.67,4.27,8.08,8.07,10.22,2.93,13.92,-13.95,-63.6,1.848225274,-1.349824835,0.333491688,1.857297133,0.011252315
USNM 461031,"Magdalena, La Granja",El Beni,Bolivia,I,1.880990603,0.693147181,1.974081026,0.875468737,1.217875709,1.924248652,2.746629683,1.264126727,1.451613827,2.645465326,1.58514522,2.026831591,2.206074193,2.345644582,0.837247525,2.611539301,6.56,2,7.2,2.4,3.38,6.85,15.59,3.54,4.27,14.09,4.88,7.59,9.08,10.44,2.31,13.62,-13.233333,-64.2,1.379444762,0.758790643,-0.434303029,-1.517495301,-1.154114501
USNM 461032,San Joaquin,El Beni,Bolivia,I,1.800058272,0.587786665,1.798404012,0.737164066,1.105256831,1.796747011,2.548663616,1.115141591,1.456286733,2.622492313,0.940007258,1.909542505,2.032087845,2.377692565,0.951657876,2.495681723,6.05,1.8,6.04,2.09,3.02,6.03,12.79,3.05,4.29,13.77,2.56,6.75,7.63,10.78,2.59,12.13,-13.066,-64.8166,2.059211113,-2.68210662,-0.794403985,0.928311112,-1.87346979
USNM 461034,San Joaquin,El Beni,Bolivia,I,1.913977102,0.703097511,2.048982334,0.924258902,1.266947603,1.947337701,2.629728234,1.340250423,1.574846468,2.66792241,1.519513205,2.071913275,2.028148247,2.472327868,1.131402111,2.613739522,6.78,2.02,7.76,2.52,3.55,7.01,13.87,3.82,4.83,14.41,4.57,7.94,7.6,11.85,3.1,13.65,-13.066,-64.8166,0.682476316,-0.528917067,0.93062594,-0.013524803,-0.203606186
BMNH 1926.1.5.11,Buenavista,Santa Cruz,Bolivia,I,2.013568798,0.741937345,1.85629799,0.932164081,1.10856262,1.964311234,2.637627737,1.286474026,1.576914721,2.804571768,1.541159072,2.03077637,2.212660385,2.383242996,1.366091654,2.642622396,7.49,2.1,6.4,2.54,3.03,7.13,13.98,3.62,4.84,16.52,4.67,7.62,9.14,10.84,3.92,14.05,-17.45,-63.66,-0.652895209,-0.510023486,1.328706939,0.232994287,-0.308788155
BMNH 1926.1.5.12,Buenavista,Santa Cruz,Bolivia,I,1.924248652,0.732367894,2.060513532,0.90016135,1.085189268,1.928618652,2.561867691,1.187843422,1.560247668,2.731766728,1.528227857,2.043814364,2.038619547,2.318458442,0.476234179,2.641197894,6.85,2.08,7.85,2.46,2.96,6.88,12.96,3.28,4.76,15.36,4.61,7.72,7.68,10.16,1.61,14.03,-17.45,-63.66,1.423133507,2.925659159,0.483931786,1.309370109,0.002659248
BMNH 1926.12.4.50,Buenavista,Santa Cruz,Bolivia,I,1.944480556,0.765467842,2.116255515,0.97455964,1.286474026,1.937301775,2.717340248,1.294727168,1.512927012,2.729811693,1.506297154,2.117459609,2.250238613,2.289499853,0.982078472,2.644755351,6.99,2.15,8.3,2.65,3.62,6.94,15.14,3.65,4.54,15.33,4.51,8.31,9.49,9.87,2.67,14.08,-17.45,-63.66,0.760588053,-1.183884842,0.087101875,1.116241365,-0.475639545
BMNH 1926.12.4.51,Buenavista,Santa Cruz,Bolivia,I,1.945910149,0.751416089,1.987874348,0.810930216,1.223775432,1.913977102,2.611539301,1.226712291,1.501852702,2.703372612,1.545432582,2.039920784,2.134166441,2.172476408,0.39877612,2.564949357,7,2.12,7.3,2.25,3.4,6.78,13.62,3.41,4.49,14.93,4.69,7.69,8.45,8.78,1.49,13,-17.45,-63.66,1.27341046,1.45056609,0.630306832,-0.738979471,-1.725900107
BMNH 1928.2.9.32,Buenavista,Santa Cruz,Bolivia,I,1.909542505,0.732367894,1.972691172,0.867100488,1.105256831,1.950186706,2.542389085,1.249901736,1.446918983,2.695302628,1.44926916,2.080690761,2.055404964,2.125847914,1.00795792,2.539236994,6.75,2.08,7.19,2.38,3.02,7.03,12.71,3.49,4.25,14.81,4.26,8.01,7.81,8.38,2.74,12.67,-17.45,-63.66,-0.439641996,-0.607018144,-0.270757547,2.405646737,-2.344444738
BMNH 1928.2.9.34,Buenavista,Santa Cruz,Bolivia,I,1.913977102,0.727548607,1.888583654,0.90825856,1.05431203,1.894616855,2.604909442,1.252762968,1.570697084,2.719319793,1.427916036,2.038619547,2.118662255,2.360854001,1.064710737,2.642622396,6.78,2.07,6.61,2.48,2.87,6.65,13.53,3.5,4.81,15.17,4.17,7.68,8.32,10.6,2.9,14.05,-17.45,-63.66,0.948551532,0.191653553,0.707290897,1.729974828,-0.169448831
BMNH 1928.2.9.35,Buenavista,Santa Cruz,Bolivia,I,1.887069649,0.770108222,2.059238834,0.792992516,1.153731588,1.957273908,2.647592232,1.202972304,1.521698998,2.664446564,1.523880024,2.070653036,2.071913275,2.207174908,0.837247525,2.598979106,6.6,2.16,7.84,2.21,3.17,7.08,14.12,3.33,4.58,14.36,4.59,7.93,7.94,9.09,2.31,13.45,-17.45,-63.66,0.725451907,0.895414248,-0.525931692,1.162285944,-0.435851605
MACN 13106,Uruma,Santa Cruz,Bolivia,I,1.943048917,0.708035793,2.017566138,1.00795792,1.25846099,1.913977102,2.615203651,1.223775432,1.539015448,2.754933787,1.60341984,2.041220329,2.206074193,2.318458442,0.862889955,2.629728234,6.98,2.03,7.52,2.74,3.52,6.78,13.67,3.4,4.66,15.72,4.97,7.7,9.08,10.16,2.37,13.87,-17.46,-62.68,1.345890179,0.947229809,0.548983988,0.253926911,-0.509596012
MSB55298,3.5km W  Estacion El Pailon,Santa Cruz,Bolivia,I,1.85159947,0.667829373,2.014903021,0.867100488,1.147402453,1.928618652,2.693951277,1.196948189,1.517322624,2.691243083,1.572773928,2.065596135,2.123458427,2.379546134,1.313723668,2.665838352,6.37,1.95,7.5,2.38,3.15,6.88,14.79,3.31,4.56,14.75,4.82,7.89,8.36,10.8,3.72,14.38,-17.65,-62.75,0.889056355,0.278717076,-0.456325784,1.499084549,0.830874189
MSB55299,8KM SE TITA,Santa Cruz,Bolivia,I,2.002830439,0.751416089,1.976854953,0.90825856,1.208960346,1.919859472,2.634762405,1.294727168,1.526056303,2.736313666,1.572773928,2.065596135,2.237513096,2.337952237,1.095273387,2.634762405,7.41,2.12,7.22,2.48,3.35,6.82,13.94,3.65,4.6,15.43,4.82,7.89,9.37,10.36,2.99,13.94,-18.46,-62.1166,0.532041209,0.291005608,1.224979272,0.018071142,-0.677627519
MSB55300,8KM SE TITA,Santa Cruz,Bolivia,I,1.900613874,0.598836501,1.961502244,0.90825856,1.17557333,1.925707442,2.59076704,1.252762968,1.615419984,2.710713319,1.508511994,2.042518188,2.118662255,2.381396273,1.004301609,2.621038824,6.69,1.82,7.11,2.48,3.24,6.86,13.34,3.5,5.03,15.04,4.52,7.71,8.32,10.82,2.73,13.75,-18.46,-62.1166,0.927519237,1.078852578,0.345952767,0.813135805,0.095819242
MSB55987,6km W (BY ROAD) of Ascension,Santa Cruz,Bolivia,I,1.950186706,0.732367894,2.076938411,0.97455964,1.249901736,1.902107526,2.721953106,1.264126727,1.599387577,2.707383312,1.508511994,2.013568798,2.159868791,2.423031246,1.156881197,2.650421088,7.03,2.08,7.98,2.65,3.49,6.7,15.21,3.54,4.95,14.99,4.52,7.49,8.67,11.28,3.18,14.16,-15.716,-63.15,2.36435416,-0.58654947,0.712552625,-0.359982507,0.813454589
MSB55988,San Rafael de Amboro,Santa Cruz,Bolivia,I,1.919859472,0.667829373,1.998773639,0.951657876,1.101940079,1.93441577,2.575661013,1.238374231,1.534714366,2.708050201,1.410986974,2.042518188,2.086913557,2.33408376,1.101940079,2.613739522,6.82,1.95,7.38,2.59,3.01,6.92,13.14,3.45,4.64,15,4.1,7.71,8.06,10.32,3.01,13.65,-17.35,-63.716,0.544117199,0.028274106,-0.020800995,2.049886886,-0.483241951
USNM 390765,Warnes,Santa Cruz,Bolivia,I,1.975468951,0.760805829,1.972691172,0.824175443,1.294727168,1.941615225,2.736313666,1.345472367,1.58514522,2.697326238,1.501852702,2.102913898,2.196112848,2.366498419,0.966983846,2.676215478,7.21,2.14,7.19,2.28,3.65,6.97,15.43,3.84,4.88,14.84,4.49,8.19,8.99,10.66,2.63,14.53,-17.31,-63.1,0.362108862,-1.087711374,1.658940446,-0.407046006,0.347730869
MN 20611,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.89009537,0.631271777,2.055404964,0.916290732,1.220829921,1.930071085,2.783775912,1.205970807,1.467874348,2.760642651,1.572773928,2.098017927,2.089391873,2.375835555,1.01884732,2.63977136,6.62,1.88,7.81,2.5,3.39,6.89,16.18,3.34,4.34,15.81,4.82,8.15,8.08,10.76,2.77,14.01,3.84,-51.835,0.909091037,-1.962734735,-0.217289071,0.051928815,0.337497722
MN 20612,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.876406943,0.732367894,2.094330154,0.951657876,1.17557333,1.921324674,2.641197894,1.131402111,1.615419984,2.719978772,1.506297154,2.138889,2.036011984,2.33020026,0.887891257,2.62756295,6.53,2.08,8.12,2.59,3.24,6.83,14.03,3.1,5.03,15.18,4.51,8.49,7.66,10.28,2.43,13.84,3.84,-51.835,1.43503224,-0.562263985,-1.067722955,2.483252042,1.110919964
MN 20617,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,2.017566138,0.746687947,2.063058062,0.862889955,1.313723668,1.954445052,2.694627181,1.302912752,1.581038438,2.725890119,1.560247668,2.150598736,2.113842968,2.461296784,0.963174318,2.647592232,7.52,2.11,7.87,2.37,3.72,7.06,14.8,3.68,4.86,15.27,4.76,8.59,8.28,11.72,2.62,14.12,3.84,-51.835,0.124193726,-1.327783261,1.351715307,-0.733653653,0.543841623
MN 20627,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.972691172,0.741937345,1.91839212,0.879626748,1.091923301,1.880990603,2.577181926,1.247032294,1.576914721,2.697326238,1.415853163,2.069391206,2.109000344,2.232162629,1.08180517,2.58021683,7.19,2.1,6.81,2.41,2.98,6.56,13.16,3.48,4.84,14.84,4.12,7.92,8.24,9.32,2.95,13.2,3.84,-51.835,1.128597806,-0.874733907,0.596093062,1.700817734,-0.74683597
MN 20628,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.932969638,0.732367894,2.122261539,0.936093359,1.302912752,1.974081026,2.670694415,1.238374231,1.570697084,2.742129515,1.492904096,2.148267733,2.134166441,2.339880878,0.904218151,2.634762405,6.91,2.08,8.35,2.55,3.68,7.2,14.45,3.45,4.81,15.52,4.45,8.57,8.45,10.38,2.47,13.94,3.84,-51.835,0.03081071,-1.265139655,-0.180128093,1.384455903,0.262337005
MN 20630,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.894616855,0.698134722,1.971299383,0.90016135,1.226712291,1.954445052,2.58021683,1.1442228,1.560247668,2.383242996,1.05431203,2.076938411,2.068127782,2.358965426,0.924258902,2.551006451,6.65,2.01,7.18,2.46,3.41,7.06,13.2,3.14,4.76,10.84,2.87,7.98,7.91,10.58,2.52,12.82,3.84,-51.835,0.963612655,-1.726231445,-3.374601875,1.479505085,-0.448112307
MN 20632,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.972691172,0.732367894,1.991975516,1.011600912,1.313723668,1.961502244,2.669309373,1.187843422,1.437462648,2.72719902,1.495148766,2.121063216,2.109000344,2.294552921,0.678033543,2.64900766,7.19,2.08,7.33,2.75,3.72,7.11,14.43,3.28,4.21,15.29,4.46,8.34,8.24,9.92,1.97,14.14,3.84,-51.835,-0.130401405,-2.063508038,0.264956227,0.506989458,-0.559056668
MN 20633,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.954445052,0.737164066,1.986503546,0.982078472,1.190887565,1.916922612,2.729159164,1.196948189,1.506297154,2.687847494,1.456286733,2.090628731,2.12704052,2.2782924,0.841567186,2.58021683,7.06,2.09,7.29,2.67,3.29,6.8,15.32,3.31,4.51,14.7,4.29,8.09,8.39,9.76,2.32,13.2,3.84,-51.835,1.35957489,-2.344975326,-0.900808949,-0.089223486,-0.74582628
MN 20634,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.91839212,0.722705983,1.932969638,0.867100488,1.166270937,1.922787732,2.610069793,1.150572028,1.547562509,2.682390454,1.350667183,2.018895042,2.010894999,2.290512512,0.854415328,2.555675721,6.81,2.06,6.91,2.38,3.21,6.84,13.6,3.16,4.7,14.62,3.86,7.53,7.47,9.88,2.35,12.88,3.84,-51.835,1.022573782,-1.375528002,-0.365174548,0.35594869,-0.613666558
MN 20637,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.958685341,0.717839793,2.013568798,0.932164081,1.220829921,1.95160817,2.644044871,1.264126727,1.581038438,2.710713319,1.526056303,2.134166441,2.069391206,2.282382386,1.050821625,2.653241965,7.09,2.05,7.49,2.54,3.39,7.04,14.07,3.54,4.86,15.04,4.6,8.45,7.92,9.8,2.86,14.2,3.84,-51.835,0.240440628,-1.288184667,0.749343344,1.838511413,0.494608622
MN 20638,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.865629318,0.662687973,2.02287119,0.947789399,1.232560261,1.919859472,2.647592232,1.289232648,1.650579856,2.716018371,1.465567542,2.145931283,2.065596135,2.463853241,1.205970807,2.629728234,6.46,1.94,7.56,2.58,3.43,6.82,14.12,3.63,5.21,15.12,4.33,8.55,7.89,11.75,3.34,13.87,3.84,-51.835,0.672191766,-1.762708025,0.049083867,1.946816249,0.727293637
MN 20640,"Vila Velha do Cacipor_, Oiapoque",Amapa,Brasil,I,1.965712776,0.746687947,2.107786015,0.951657876,1.305626458,2.018895042,2.683757509,1.32972401,1.633154439,2.733717948,1.467874348,2.111424588,2.170195905,2.446685437,1.004301609,2.650421088,7.14,2.11,8.23,2.59,3.69,7.53,14.64,3.78,5.12,15.39,4.34,8.26,8.76,11.55,2.73,14.16,3.84,-51.835,-0.485798227,-0.728645947,0.34550049,0.345113058,0.346949492
FMNH 20136,"Itacoatiara, R. Amazon",Amazonas,Brasil,I,1.95586048,0.75612198,2.17588744,1.011600912,1.244154594,1.982379829,2.77133794,1.353254507,1.564440547,2.653241965,1.599387577,2.128231706,2.174751721,2.369308725,0.916290732,2.688527535,7.07,2.13,8.81,2.75,3.47,7.26,15.98,3.87,4.78,14.2,4.95,8.4,8.8,10.69,2.5,14.71,-3.14,-58.44,1.143367546,0.196010415,-0.028375518,0.401545524,0.520956917
FMNH 136887,Eirunep_,Amazonas,Brazil,I,1.913977102,0.741937345,2.094330154,0.932164081,1.17557333,1.95160817,2.66792241,1.294727168,1.510721939,2.629728234,1.54329811,2.075684493,2.076938411,2.234306252,1.178654996,2.565718293,6.78,2.1,8.12,2.54,3.24,7.04,14.41,3.65,4.53,13.87,4.68,7.97,7.98,9.34,3.25,13.01,-6.66,-69.86,1.07867556,-0.639507977,-0.696511191,0.886391972,-1.087989419
